Street,Vicinity,City,District,Province,Classification,Zonal Value,Barangay
J. BUGALLON,F. CASTILLO-E. EVANGELISTA,Quezon City,Cubao,NCR,RR,30000,
J. BUGALLON,F. CASTILLO-E. EVANGELISTA,Quezon City,Cubao,NCR,CR,38000,
CAMERINO,F. CASTILLO-E. EVANGELISTA,Quezon City,Cubao,NCR,RR,*,
CAMERINO,F. CASTILLO-E. EVANGELISTA,Quezon City,Cubao,NCR,CR,*,
DATU SUMAKWEL,LAKANDULA-F. CASTILLO,Quezon City,Cubao,NCR,RR,30000,
DATU SUMAKWEL,LAKANDULA-F. CASTILLO,Quezon City,Cubao,NCR,CR,38000,
E. EVANGELISTA,MAGAT SALAMAT-A. LUNA,Quezon City,Cubao,NCR,RR,35000,
E. EVANGELISTA,MAGAT SALAMAT-A. LUNA,Quezon City,Cubao,NCR,CR,43000,
F. CASTILLO,AURORA BLVD.-E. EVANGELISTA-,Quezon City,Cubao,NCR,RR,35000,
F. CASTILLO,LAKANDULA,Quezon City,Cubao,NCR,CR,43000,
FRANCISCO,MIGUEL MALVAR - A. LUNA,Quezon City,Cubao,NCR,RR,30000,
FRANCISCO,MIGUEL MALVAR - A. LUNA,Quezon City,Cubao,NCR,CR,38000,
J. MA JUGO ST.             ,MIGUEL MALVAR - A. LUNA,Quezon City,Cubao,NCR,RR,*,
J. MA JUGO ST.             ,MIGUEL MALVAR - A. LUNA,Quezon City,Cubao,NCR,CR,*,
KALANTIAW,P. TUAZON-F. CASTILLO,Quezon City,Cubao,NCR,RR,30000,
KALANTIAW,P. TUAZON-F. CASTILLO,Quezon City,Cubao,NCR,CR,38000,
LAKANDULA,P. TUAZON-F. CASTILLO,Quezon City,Cubao,NCR,RR,35000,
LAKANDULA,P. TUAZON-F. CASTILLO,Quezon City,Cubao,NCR,CR,43000,
MAGAT SALAMAT,LAKANDULA-E. EVANGELISTA,Quezon City,Cubao,NCR,RR,30000,
MAGAT SALAMAT,LAKANDULA-E. EVANGELISTA,Quezon City,Cubao,NCR,CR,38000,
MAGAT SALAMAT EXTENSION,KALANTIAO-MIGUEL MALVAR,Quezon City,Cubao,NCR,RR,30000,
MIGUEL MALVAR,MAGAT SALAMAT-F. CASTILLO,Quezon City,Cubao,NCR,RR,30000,
MIGUEL MALVAR,MAGAT SALAMAT-F. CASTILLO,Quezon City,Cubao,NCR,CR,38000,
NOVALES,MAGAT SALAMAT-F. CASTILLO,Quezon City,Cubao,NCR,RR,*,
NOVALES,MAGAT SALAMAT-F. CASTILLO,Quezon City,Cubao,NCR,CR,*,
P. TUAZON  (FORMERLY CENTRAL AVE.) ,LAKANDULA-CREEK,Quezon City,Cubao,NCR,RR,80000,
   ,LAKANDULA-CREEK,Quezon City,Cubao,NCR,CR,90000,
ALL OTHER STREETS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,RR,29000,
ALL OTHER STREETS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,CR/I,37000,
ALL OTHER STREETS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,X,33000,
ALL OTHER STREETS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,GL,33000,
ALL OTHER TOWNHOUSES,LAKANDULA-CREEK,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWNHOUSES,LAKANDULA-CREEK,Quezon City,Cubao,NCR,CC,49000,
ALL OTHER TOWNHOUSES,LAKANDULA-CREEK,Quezon City,Cubao,NCR,PS,34000,
ALL OTHER CONDOMINIUMS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,RC,50000,
ALL OTHER CONDOMINIUMS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,CC,60000,
ALL OTHER CONDOMINIUMS,LAKANDULA-CREEK,Quezon City,Cubao,NCR,PS,42000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
J. P. RIZAL,RAJA MATANDA ,Quezon City,Cubao,NCR,CR,35000,
J. P. RIZAL,ALIMUDIN ALLEY,Quezon City,Cubao,NCR,RR,27000,
C. ALIMUDIN ALLEY,J. P. RIZAL,Quezon City,Cubao,NCR,RR,22000,
C. ALIMUDIN ALLEY,J. P. RIZAL,Quezon City,Cubao,NCR,CR,26000,
KATIPUNAN AVENUE ,BONI SERRANO ,Quezon City,Cubao,NCR,RR,100000,
(NOW WHITE PLAINS AVE.),RAJA MATANDA,Quezon City,Cubao,NCR,CR,100000,
PEDRO C. MARTINEZ ,BONI SERRANO,Quezon City,Cubao,NCR,RR,32000,
    (FORMERLY P. PELAEZ EXTN.),J. P. RIZAL,Quezon City,Cubao,NCR,CR,40000,
RAJAH MATANDA,JP RIZAL - KATIPUNAN AVE,Quezon City,Cubao,NCR,RR,37000,
RAJAH MATANDA,JP RIZAL - KATIPUNAN AVE,Quezon City,Cubao,NCR,CR,45000,
SANTOLAN ROAD ,KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,CR,95000,
(NOW BONI SERRANO AVE.),KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,RR,95000,
ALL OTHER STREETS,KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,RR,21000,
ALL OTHER STREETS,KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,CR/I,34000,
ALL OTHER STREETS,KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,X,35000,
ALL OTHER STREETS,KATIPUNAN - CREEKSIDE,Quezon City,Cubao,NCR,GL,35000,
EXCELLENCE TOWNHOUSE  (CCT),185 J. P. RIZAL ST.,Quezon City,Cubao,NCR,RC,40000,
VS-4 CONDOMINIUM,543 BONI SERRANO AVE.,Quezon City,Cubao,NCR,RC,45000,
VS-4 CONDOMINIUM,543 BONI SERRANO AVE.,Quezon City,Cubao,NCR,CC,52000,
SOTOGRANDE CONDO,175 KATIPUNAN AVE.,Quezon City,Cubao,NCR,RC,80000,
 (UNDER CONSTRUCTION),175 KATIPUNAN AVE.,Quezon City,Cubao,NCR,CC,95000,
SUNRISE RIDGE CORP.,193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,RC,80000,
SUNRISE RIDGE CORP.,193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,CC,95000,
ALL OTHER TOWNHOUSES (CCT),193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWNHOUSES (CCT),193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,CC,49000,
ALL OTHER TOWNHOUSES (CCT),193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,PS,34000,
ALL OTHER CONDOMINIUMS,193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,RC,45000,
ALL OTHER CONDOMINIUMS,193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,CC,55000,
ALL OTHER CONDOMINIUMS,193 KATIPUNAN AVE.,Quezon City,Cubao,NCR,PS,38000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
CLIFF DRIVE,KATIPUNAN - HILLSIDE LOOP,Quezon City,Cubao,NCR,RR,50000,
CLIFF DRIVE,KATIPUNAN - HILLSIDE LOOP,Quezon City,Cubao,NCR,CR,60000,
CRESTLINE ROAD,HIGHLAND DRIVE - ,Quezon City,Cubao,NCR,RR,50000,
CRESTLINE ROAD,HILLSIDE DRIVE,Quezon City,Cubao,NCR,CR,60000,
HIGHLAND DRIVE,KATIPUNAN-BONI SERRANO,Quezon City,Cubao,NCR,RR,50000,
HIGHLAND DRIVE,KATIPUNAN-BONI SERRANO,Quezon City,Cubao,NCR,CR,60000,
HILLSIDE DRIVE,HILLSIDE LOOP-CRESTLINE ROAD,Quezon City,Cubao,NCR,RR,50000,
HILLSIDE DRIVE,HILLSIDE LOOP-CRESTLINE ROAD,Quezon City,Cubao,NCR,CR,60000,
HILLSIDE LANE,HILL SIDE LOOP-CLIFF DRIVE,Quezon City,Cubao,NCR,RR,50000,
HILLSIDE LANE,HILL SIDE LOOP-CLIFF DRIVE,Quezon City,Cubao,NCR,CR,60000,
HILLSIDE LOOP,CLIFFDRIVE-HILLSIDE LANE,Quezon City,Cubao,NCR,RR,50000,
HILLSIDE LOOP,CLIFFDRIVE-HILLSIDE LANE,Quezon City,Cubao,NCR,CR,60000,
KATIPUNAN AVENUE ,C. BONNY SERRANO AND ,Quezon City,Cubao,NCR,RR,110000,
(NOW WHITE PLAINS AVENUE),P. TUAZON,Quezon City,Cubao,NCR,CR,110000,
RAJAH MATANDA,KATIPUNAN - HIGHLAND DRIVE,Quezon City,Cubao,NCR,RR,50000,
RAJAH MATANDA,KATIPUNAN - HIGHLAND DRIVE,Quezon City,Cubao,NCR,CR,60000,
SANTOLAN RD (B. SERRANO AVE.),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RR,50000,
SANTOLAN RD (B. SERRANO AVE.),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,CR,90000,
ALL OTHER STREETS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RR,49000,
ALL OTHER STREETS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,CR/I,59000,
ALL OTHER STREETS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,X,55000,
ALL OTHER STREETS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,GL,55000,
QUICK SILVER CORP (TH)(CCT),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RC,42000,
ROSA CARBONNEL (TH)(CCT),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RC,42000,
ALL OTHER TOWNHOUSES (CCT),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWNHOUSES (CCT),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,CC,49000,
ALL OTHER TOWNHOUSES (CCT),KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,PS,34000,
ALL OTHER CONDOMINIUMS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,RC,55000,
ALL OTHER CONDOMINIUMS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,CC,67000,
ALL OTHER CONDOMINIUMS,KATIPUNAN AVENUE-FVR ROAD,Quezon City,Cubao,NCR,PS,47000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFI CATION,6TH REVISION ZV/SQ.M,
COMETS LOOP,TWIN PEAK,Quezon City,Cubao,NCR,RR,50000,
COMETS LOOP,TWIN PEAK,Quezon City,Cubao,NCR,CR,60000,
CRESTLINE ROAD,HILLSIDE DRIVE,Quezon City,Cubao,NCR,RR,50000,
EVENING GLOW,TWINPEAK DRIVE,Quezon City,Cubao,NCR,RR,50000,
EVENING GLOW, RIVERSIDE DRIVE,Quezon City,Cubao,NCR,CR,60000,
FVR ROAD,TWINPEAK DRIVE ,Quezon City,Cubao,NCR,RR,50000,
FVR ROAD,MKINA RIVER,Quezon City,Cubao,NCR,CR,60000,
HILLSIDE DRIVE,CRESTLINE - CLIFF DRIVE,Quezon City,Cubao,NCR,RR,50000,
HILLSIDE DRIVE,CRESTLINE - CLIFF DRIVE,Quezon City,Cubao,NCR,CR,60000,
HILLSIDE LOOP,HILLSEDE LANE,Quezon City,Cubao,NCR,RR,50000,
HILLSIDE LOOP,MOONLIGHT LOOP,Quezon City,Cubao,NCR,CR,60000,
MILKY WAY DRIVE,COMET - STARLINE DRIVE,Quezon City,Cubao,NCR,RR,50000,
MILKY WAY DRIVE,COMET - STARLINE DRIVE,Quezon City,Cubao,NCR,CR,60000,
MOONLIGHT LOOP,TWINPEAK DRIVE,Quezon City,Cubao,NCR,RR,50000,
MOONLIGHT LOOP,TWINPEAK DRIVE,Quezon City,Cubao,NCR,CR,60000,
PROMENADE LANE,STARLINE - EVENING GLOW,Quezon City,Cubao,NCR,RR,50000,
PROMENADE LANE,STARLINE - EVENING GLOW,Quezon City,Cubao,NCR,CR,60000,
RIVERSIDE DRIVE,FVR ROAD-EVENING GLOW,Quezon City,Cubao,NCR,RR,50000,
RIVERSIDE DRIVE,FVR ROAD-EVENING GLOW,Quezon City,Cubao,NCR,CR,60000,
 ,STARLINE ,Quezon City,Cubao,NCR,RR,50000,
 ,STARLINE ,Quezon City,Cubao,NCR,CR,60000,
BONI SERRANO AVENUE,COMETS LOOP -,Quezon City,Cubao,NCR,RR,50000,
  (FORMERLY SANTOLAN ROAD), RIVERSIDE DRIVE,Quezon City,Cubao,NCR,CR,60000,
STARLINE,MOONLIGHT LOOP -,Quezon City,Cubao,NCR,RR,50000,
STARLINE, RIVERVIEW,Quezon City,Cubao,NCR,CR,60000,
TWINPEAK DRIVE,STARLINER - ,Quezon City,Cubao,NCR,RR,50000,
TWINPEAK DRIVE,SANTOLAN,Quezon City,Cubao,NCR,CR,60000,
UNION LANE,HILLSIDE DRIVE-,Quezon City,Cubao,NCR,RR,50000,
UNION LANE,COMETS LOOP,Quezon City,Cubao,NCR,CR,60000,
ALL OTHER STREETS,COMETS LOOP,Quezon City,Cubao,NCR,RR,49000,
ALL OTHER STREETS,COMETS LOOP,Quezon City,Cubao,NCR,CR/I,59000,
ALL OTHER STREETS,COMETS LOOP,Quezon City,Cubao,NCR,X,55000,
TWINPEAKS T/HOUSE (CCT),TWIN PEAK DRIVE,Quezon City,Cubao,NCR,RC,50000,
ALL OTHER TOWNHOUSES (CCT), ,Quezon City,Cubao,NCR,RC,45000,
ALL OTHER TOWNHOUSES (CCT), ,Quezon City,Cubao,NCR,CC,54000,
ALL OTHER TOWNHOUSES (CCT), ,Quezon City,Cubao,NCR, PS,37000,
ALL OTHER CONDOMINIUMS, ,Quezon City,Cubao,NCR,RC,55000,
ALL OTHER CONDOMINIUMS, ,Quezon City,Cubao,NCR,CC,67000,
ALL OTHER CONDOMINIUMS, ,Quezon City,Cubao,NCR,PS,47000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
ALL AREAS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,GL,120000,
ALL AREAS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CR/I,120000,
ALL AREAS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,X,120000,
ALL AREAS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,GL,120000,
BONI SERRANO,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CR,120000,
EDSA,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CR,140000,
KATIPUNAN AVENUE,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CR,135000,
ALL OTHER TOWNHOUSES,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,RC,30000,
ALL OTHER TOWNHOUSES,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CC,36000,
ALL OTHER TOWNHOUSES,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,PS,25000,
ALL OTHER CONDOMINIUMS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER CONDOMINIUMS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,CC,47000,
ALL OTHER CONDOMINIUMS,EDSA/SANTOLAN/KATIPUNAN,Quezon City,Cubao,NCR,PS,33000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
ACACIA,AGUHO,Quezon City,Cubao,NCR,RR,27000,
ACACIA,AGUHO,Quezon City,Cubao,NCR,CR,33000,
AGUHO,NARRA-TINDALO,Quezon City,Cubao,NCR,RR,30000,
AGUHO,NARRA-TINDALO,Quezon City,Cubao,NCR,CR,35000,
AKLE,NARRA-ANISLAG,Quezon City,Cubao,NCR,RR,27000,
AKLE,NARRA-ANISLAG,Quezon City,Cubao,NCR,CR,33000,
ALMACIGA,AGUHO - NARRA,Quezon City,Cubao,NCR,RR,27000,
ALMACIGA,AGUHO - NARRA,Quezon City,Cubao,NCR,CR,33000,
ALMON,AGUHO - NARRA,Quezon City,Cubao,NCR,RR,27000,
ALMON,AGUHO - NARRA,Quezon City,Cubao,NCR,CR,33000,
AMAYAN,AKLE - TINDALO,Quezon City,Cubao,NCR,RR,27000,
AMAYAN,AKLE - TINDALO,Quezon City,Cubao,NCR,CR,33000,
AMUGIS,AMAYAN,Quezon City,Cubao,NCR,RR,27000,
AMUGIS,AMAYAN,Quezon City,Cubao,NCR,CR,33000,
A.M. GUIJO,AMAYAN,Quezon City,Cubao,NCR,RR,*,
A.M. GUIJO,AMAYAN,Quezon City,Cubao,NCR,CR,*,
ANISLAG,AGUHO - NARRA,Quezon City,Cubao,NCR,RR,27000,
ANISLAG,AGUHO - NARRA,Quezon City,Cubao,NCR,CR,33000,
ANONAS,TINDALO,Quezon City,Cubao,NCR,CR,52000,
ANOBING,AGUHO - AMAYAN,Quezon City,Cubao,NCR,RR,27000,
ANOBING,AGUHO - AMAYAN,Quezon City,Cubao,NCR,CR,33000,
APITONG,AGUHO - AMAYAN,Quezon City,Cubao,NCR,RR,27000,
APITONG,AGUHO - AMAYAN,Quezon City,Cubao,NCR,CR,33000,
ARANGA,AGUHO - AMAYAN,Quezon City,Cubao,NCR,RR,27000,
ARANGA,AGUHO - AMAYAN,Quezon City,Cubao,NCR,CR,33000,
IPIL,AGUHO - AMAYAN,Quezon City,Cubao,NCR,RR,*,
IPIL,AGUHO - AMAYAN,Quezon City,Cubao,NCR,CR,*,
NARRA,AGUHO-TINDALO,Quezon City,Cubao,NCR,RR,30000,
NARRA,AGUHO-TINDALO,Quezon City,Cubao,NCR,CR,35000,
TINDALO,ANONAS-NARRA,Quezon City,Cubao,NCR,RR,30000,
TINDALO,ANONAS-NARRA,Quezon City,Cubao,NCR,CR,35000,
ALL OTHER STREETS ,ANONAS-NARRA,Quezon City,Cubao,NCR,RR,26000,
ALL OTHER STREETS ,ANONAS-NARRA,Quezon City,Cubao,NCR,CR/I,32000,
ALL OTHER STREETS ,ANONAS-NARRA,Quezon City,Cubao,NCR,X,30000,
ALL OTHER STREETS ,ANONAS-NARRA,Quezon City,Cubao,NCR,GL,29000,
ALL OTHER TOWNHOUSES (CCT),ANONAS-NARRA,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWNHOUSES (CCT),ANONAS-NARRA,Quezon City,Cubao,NCR,CC,46000,
ALL OTHER TOWNHOUSES (CCT),ANONAS-NARRA,Quezon City,Cubao,NCR,PS,32000,
ALL OTHER CONDOMINIUMS,ANONAS-NARRA,Quezon City,Cubao,NCR,RC,45000,
ALL OTHER CONDOMINIUMS,ANONAS-NARRA,Quezon City,Cubao,NCR,CC,52000,
ALL OTHER CONDOMINIUMS,ANONAS-NARRA,Quezon City,Cubao,NCR,PS,36000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
20TH AVENUE,DIEGO SILANG-M. T. DIOQUINO,Quezon City,Cubao,NCR,RR,46000,
20TH AVENUE,DIEGO SILANG-M. T. DIOQUINO,Quezon City,Cubao,NCR,CR,57000,
DIEGO SILANG,20TH AVE. - J. ZOBEL,Quezon City,Cubao,NCR,RR,40000,
DIEGO SILANG,20TH AVE. - J. ZOBEL,Quezon City,Cubao,NCR,CR,49000,
DIOQUINO COMPOUND,M. T. DIOQUINO ST.,Quezon City,Cubao,NCR,RR,40000,
DIOQUINO COMPOUND,M. T. DIOQUINO ST.,Quezon City,Cubao,NCR,CR,49000,
M. T. DIOQUINO ST.,20TH AVE. - J. ZOBEL,Quezon City,Cubao,NCR,RR,40000,
M. T. DIOQUINO ST.,20TH AVE. - J. ZOBEL,Quezon City,Cubao,NCR,CR,49000,
GEN. LIZARDO ST.,20TH AVE. ,Quezon City,Cubao,NCR,RR,40000,
GEN. LIZARDO ST.,20TH AVE. ,Quezon City,Cubao,NCR,CR,49000,
JACOBO ZOBEL ST.,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,RR,40000,
JACOBO ZOBEL ST.,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,CR,49000,
ALL OTHER STREETS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,RR,39000,
ALL OTHER STREETS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,CR/I,48000,
ALL OTHER STREETS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,X,44000,
ALL OTHER STREETS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,GL,44000,
PARK AVENUE TOWNHOUSES (CCT),P. TUAZON - CONCHA,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWHOUSES,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWHOUSES,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,CC,49000,
ALL OTHER TOWHOUSES,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,PS,34000,
ALL OTHER CONDOMINIUMS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,RC,50000,
ALL OTHER CONDOMINIUMS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,CC,60000,
ALL OTHER CONDOMINIUMS,P. TUAZON - CONCHA,Quezon City,Cubao,NCR,PS,42000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
AKLE,NARRA - KALANTAS,Quezon City,Cubao,NCR,RR,27000,
AKLE,NARRA - KALANTAS,Quezon City,Cubao,NCR,CR,33000,
AGUHO,NARRA - KALANTAS,Quezon City,Cubao,NCR,,*,
AGUHO,NARRA - KALANTAS,Quezon City,Cubao,NCR,,*,
AMAYAN,NARRA - IPILl,Quezon City,Cubao,NCR,RR,27000,
AMAYAN,NARRA - IPILl,Quezon City,Cubao,NCR,CR,33000,
AURORA BLVD.,BATINO - DAPDAP,Quezon City,Cubao,NCR,RR,85000,
AURORA BLVD.,BATINO - DAPDAP,Quezon City,Cubao,NCR,CR,85000,
BATINO,MOLAVE-AURORA,Quezon City,Cubao,NCR,RR,42000,
BATINO,MOLAVE-AURORA,Quezon City,Cubao,NCR,CR,50000,
DAPDAP,MOLAVE - AURORA BLVD,Quezon City,Cubao,NCR,RR,40000,
DAPDAP,MOLAVE - AURORA BLVD,Quezon City,Cubao,NCR,CR,47000,
GUIJO,TINDALO - AMAYAN,Quezon City,Cubao,NCR,RR,30000,
GUIJO,TINDALO - AMAYAN,Quezon City,Cubao,NCR,CR,35000,
IPIL,TINDALO - AMAYAN,Quezon City,Cubao,NCR,RR,30000,
IPIL,TINDALO - AMAYAN,Quezon City,Cubao,NCR,CR,35000,
KALANTAS,TINDALO - AKLE,Quezon City,Cubao,NCR,RR,30000,
KALANTAS,TINDALO - AKLE,Quezon City,Cubao,NCR,CR,35000,
KAMAGONG,TINDALO,Quezon City,Cubao,NCR,RR,30000,
KAMAGONG,TINDALO,Quezon City,Cubao,NCR,CR,35000,
LAUAN,MOLAVE - AURORA BLVD.,Quezon City,Cubao,NCR,RR,40000,
LAUAN,MOLAVE - AURORA BLVD.,Quezon City,Cubao,NCR,CR,47000,
MOLAVE,BATINO - DAPDAP,Quezon City,Cubao,NCR,RR,42000,
MOLAVE,BATINO - DAPDAP,Quezon City,Cubao,NCR,CR,50000,
NARRA,MOLAVE - AMAYAN,Quezon City,Cubao,NCR,RR,30000,
NARRA,MOLAVE - AMAYAN,Quezon City,Cubao,NCR,CR,35000,
SUPA,AURORA - MOLAVE,Quezon City,Cubao,NCR,RR,40000,
SUPA,AURORA - MOLAVE,Quezon City,Cubao,NCR,CR,47000,
TINDALO,NARRA - MOLAVE,Quezon City,Cubao,NCR,RR,30000,
TINDALO,NARRA - MOLAVE,Quezon City,Cubao,NCR,CR,35000,
ALL OTHER STREETS,NARRA - MOLAVE,Quezon City,Cubao,NCR,RR,26000,
ALL OTHER STREETS,NARRA - MOLAVE,Quezon City,Cubao,NCR,CR/I,32000,
ALL OTHER STREETS,NARRA - MOLAVE,Quezon City,Cubao,NCR,X,30000,
ALL OTHER STREETS,NARRA - MOLAVE,Quezon City,Cubao,NCR,GL,29000,
MOLAVE MANOR,106 MOLAVE,Quezon City,Cubao,NCR,RC,45000,
MOLAVE SUITE,58 MOLAVE,Quezon City,Cubao,NCR,RC,45000,
ONE BEATRIZ TOWER,4 LAUAN ST.,Quezon City,Cubao,NCR,RC,50000,
ONE BEATRIZ TOWER,4 LAUAN ST.,Quezon City,Cubao,NCR,CC,58000,
ALL OTHER TOWNHOUSES (CCT),4 LAUAN ST.,Quezon City,Cubao,NCR,RC,40000,
ALL OTHER TOWNHOUSES (CCT),4 LAUAN ST.,Quezon City,Cubao,NCR,CC,46000,
ALL OTHER TOWNHOUSES (CCT),4 LAUAN ST.,Quezon City,Cubao,NCR,PS,32000,
ALL OTHER CONDOMINIUMS,4 LAUAN ST.,Quezon City,Cubao,NCR,RC,45000,
ALL OTHER CONDOMINIUMS,4 LAUAN ST.,Quezon City,Cubao,NCR,CC,52000,
ALL OTHER CONDOMINIUMS,4 LAUAN ST.,Quezon City,Cubao,NCR,PS,36000,
STREETS/SUBDIVISIONS/ CONDOMINIUMS/TOWNHOUSES,V I C I N I T Y,Quezon City,Cubao,NCR,CLASSIFICATION,6TH REVISION ZV/SQ.M,
15TH AVENUE,AURORA  - ERMIN GARCIA AVE.,Quezon City,Cubao,NCR,RR,37000,
15TH AVENUE,AURORA  - ERMIN GARCIA AVE.,Quezon City,Cubao,NCR,CR,45000,
AURORA BLVD.,EDSA - 15TH AVENUE,Quezon City,Cubao,NCR,CR,95000,
AURORA BLVD.,EDSA - 15TH AVENUE,Quezon City,Cubao,NCR,RR,90000,
ANNAPOLIS,AURORA  - E. GARCIA,Quezon City,Cubao,NCR,RR,37000,
ANNAPOLIS,AURORA  - E. GARCIA,Quezon City,Cubao,NCR,CR,45000,
CAMBRIDGE,AURORA  - E. GARCIA,Quezon City,Cubao,NCR,RR,37000,
CAMBRIDGE,AURORA  - E. GARCIA,Quezon City,Cubao,NCR,CR,45000,
COLUMBIA,ST. MARY - 15TH AVE,Quezon City,Cubao,NCR,RR,37000,
COLUMBIA,ST. MARY - 15TH AVE,Quezon City,Cubao,NCR,CR,45000,
ERMIN GARCIA AVENUE ,EDSA - HARVARD,Quezon City,Cubao,NCR,CR,45000,
(FORMERLY MINESOTA ST.),EDSA - HARVARD,Quezon City,Cubao,NCR,RR,42000,
EDSA (FORMERLY HIGHWAY 54),BRIDGE - NEPA Q MART,Quezon City,Cubao,NCR,CR,180000,
HARVARD,AURORA - E. GARCIA,Quezon City,Cubao,NCR,RR,37000,
HARVARD,AURORA - E. GARCIA,Quezon City,Cubao,NCR,CR,45000,
IMPERIAL,AURORA - E. GARCIA,Quezon City,Cubao,NCR,RR,37000,
IMPERIAL,AURORA - E. GARCIA,Quezon City,Cubao,NCR,CR,45000,
LA SALLE,AURORA - E. GARCIA,Quezon City,Cubao,NCR,RR,*,
