Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
"Loma, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/commercial-lot-for-sale-in-amadeo-cavite-mc-171635597120/,LA664D838367B59PH,Commercial Lot For Sale in Amadeo Cavite MC,34290000.0,land,0.0,0.0,0.0,2289.0," COMMERCIAL LOT FOR SALE LOCATION Brgy. Loma Amadeo, Cavite HI WAY LOT SIZE 2,286sqm 15K per sqm NEARBY Tagaytay by pass road Skyranch Tagaytay Lourdes Church Ayala Malls Serin Mahogay Market SELLING PRICE PHP34,290,000 CASH ONLY ",Ms. Michelle,https://www.lamudi.com.ph/michelle-sampaga-agn/,FULLY VERIFIED,Cavite,120.9274,14.154435,NIOG,33.9370485134506,n6259420784,3.21485800948379,w807295353,3.30548469398738,Acienda Outlet Mall,4.81133997118301,w880082105,0.614826563878876,0,0,0,1,34290000.0 land 0.0 0.0 0.0 2289.0,CR,loma amadeo,54000
"Habay I, Bacoor",https://www.lamudi.com.ph/buy/cavite/bacoor/commercial-lot-for-sale-along-habay-tirona-hiway-b-170960946738/,LA65DD90CD6EBD0PH,"Commercial Lot for Sale along Habay Tirona Hiway, Bacoor, Cavite",308000000.0,land,0.0,0.0,0.0,7700.0,"Commercial lot For Sale Habay Tirona hway bcoor cavite Size 7,700 sqm. Price 308M For more infor message us.",Rommel Roa,https://www.lamudi.com.ph/rommel-roa-realty-agn/,FULLY VERIFIED,Cavite,120.943005,14.44953,NIOG,2.11747356504243,n6160787430,0.891193708111351,w456859394,1.01029004171118,SM City Bacoor,1.05722767190439,w421085707,0.110979872604885,1,0,0,8,308000000.0 land 0.0 0.0 0.0 7700.0,CR,habay bacoor,108000
"Santiago, General Trias",https://www.lamudi.com.ph/buy/cavite/general-trias/90-hectares-lot-for-sale-located-at-arnaldo-hiway-170908643494/,LA65DD9011BDD1APH,90 Hectares Lot For Sale Located at Arnaldo Hiway General Trias Cavite,4500000000.0,land,0.0,0.0,0.0,90000.0,Agricultural Lot For Sale Brookeside Arnaldo hiway Gen.trias Lot 90 hectares Price 4.5 B Message for more info.,Rommel Roa,https://www.lamudi.com.ph/rommel-roa-realty-agn/,FULLY VERIFIED,Cavite,120.907761,14.344245,NIOG,13.9338351667116,n6884524553,0.194993527056801,w424875509,3.0481321442304,Vista Mall General Trias	,2.44527079366641,w318044451,0.137149430744129,8,0,0,6,4500000000.0 land 0.0 0.0 0.0 90000.0,CR,santiago general trias,250000
"San Sebastian, Kawit",https://www.lamudi.com.ph/buy/cavite/kawit/for-sale-vacant-lot-in-kawit-cavite-across-evo-cit-169727030286/,LA652A4A1EBD46EPH,For Sale Vacant Lot in Kawit Cavite Across Evo City,1308600000.0,land,0.0,0.0,0.0,13086.0,"Vacant Lot in Kawit Cavite Prime Location! Along Centennial Road Located directly across Ayala Evo City Lot area 13,086 sqm Asking Price 100K per sqm net of all taxes To know more about the property, kindly contact Nadine Mancilla Licensed Real Esta",Nadine Mancilla,https://www.lamudi.com.ph/nadine-mancilla-agn-639797/,FULLY VERIFIED,Cavite,120.898962,14.4185112,NIOG,7.97244707812433,n5650630040,1.14695958815182,w262678832,0.176099721709975,Lokal Mall	,1.25993093384868,w248978299,1.16024497741868,0,1,0,0,1308600000.0 land 0.0 0.0 0.0 13086.0,CR,san sebastian kawit,250000
"Zambal, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/13-000-sq-m-prime-commercial-lot-for-sale-in-tagay-170480135063/,LA657FC71E24621PH,"13,000 sq.m. Prime Commercial Lot For Sale in Tagaytay City, Cavite",364000000.0,land,0.0,0.0,0.0,13000.0,The commercial property is a prime location along Tagaytay Nasugbu Road. It's a corner lot bounded between National Highway and Barangay road. Frontage along the highway is 260 meters and 60 meters along the national road. Best use for mixed commercial r,Sarena Sukhani,https://www.lamudi.com.ph/-agn-325635/,FULLY VERIFIED,Cavite,120.894332,14.101885,NIOG,40.1958507530222,n4447871394,1.51372414327538,w239900445,4.92656749579231,Robinsons Tagaytay	,5.34554502785923,w1099799908,0.400269219792242,0,0,0,3,364000000.0 land 0.0 0.0 0.0 13000.0,CR,zambal tagaytay,250000
"Upli, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/3-216-sqm-lot-for-sale-located-at-upli-alfonso-cit-170806510178/,LA65CF014D231F1PH,"3,216 sqm Lot for Sale Located at Upli, Alfonso City, Cavite",22512000.0,land,0.0,0.0,0.0,3216.0,"Lot for Sale Located at Upli Alfonso Cavite 3,216 sqm Along brgy cemented road 5 mins near the highway Tax Dec with transfer clearance to heirs with lot plan waiting for technical description Php 7,000 per sqm fixed Lot Property for Sale in Upli, A",Jennifer Medina,https://www.lamudi.com.ph/jennifer-n-medina-agn-157829/,FULLY VERIFIED,Cavite,120.8643286,14.0925396,NIOG,41.8902472037219,n11368475208,1.65315831530986,w687808036,4.07181172710166,Twin Lakes by Megaworld,2.71066400061058,w162320765,0.0869175423901986,0,0,0,1,22512000.0 land 0.0 0.0 0.0 3216.0,CR,upli alfonso,340000
"Maguyam, Silang",https://www.lamudi.com.ph/projects/daiichi-industrial-park/for-sale-industrial-lot-in-daiichi-industrial-park-170012414584/,LA6555D5F10D05FPH,"For Sale Industrial Lot in Daiichi Industrial Park, Silang, Cavite",49999999.99999999,land,0.0,0.0,0.0,5000.0,"SMB TLP0184 Frontage 50.00m Lot Area 5,000 sqm P10k sqm VAT Price P50,000,000",Licensed Broker,https://www.lamudi.com.ph/diro-agn/,FULLY VERIFIED,Cavite,120.9742517,14.2325514,NIOG,25.1629703948562,n7918757421,0.262496476784903,n340329900,0.225262541868444,Vista Mall Silang	,1.04964488533774,n8317936898,0.36083160091433,17,4,0,8,49999999.99999999 land 0.0 0.0 0.0 5000.0,CR,maguyam silang,250000
"Tolentino West, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/vacant-lot-for-sale-in-tagaytay-169933959030/,LA6549DD46BBF01PH,VACANT LOT FOR SALE in TAGAYTAY,452088000.0,land,0.0,0.0,0.0,32292.0,"FOR SALE!!! St. Francis Drive Barangay Tolentino, Tagaytay LA 32,292 Asking Price 14k sqm plus VAT For inquiries you may contact Rey Sibug Len Barona",Erlyn Barona,https://www.lamudi.com.ph/leechiu-property-consultants-inc/,FULLY VERIFIED,Cavite,120.98292,14.12416,NIOG,37.190944539303,n5060425130,1.0131606002162,n2623054157,2.48657489814919,Fora Mall,2.40932139382212,w764355179,0.730351686135959,0,0,0,1,452088000.0 land 0.0 0.0 0.0 32292.0,CR,tolentino west tagaytay,54000
"Maitim 2nd Central, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/prime-tagaytay-commercial-lot-for-sale-near-dominique-hotel-and-tagaytay-rotunda/,LA61FA3C5315ED7PH,Prime Tagaytay Commercial Lot For Sale near Dominique Hotel and Tagaytay Rotunda,66010000.0,land,0.0,0.0,0.0,1886.0,Prime Tagaytay Commercial Lot For Sale Near Dominique Hotel and Tagaytay Rotunda Location Along Aguinaldo Highway right side coming from Manila and 2 lots away from Dominique Hotel . Site is less than a kilometer from the Tagaytay Rotunda. Lot Are,Mitch Razote,https://www.lamudi.com.ph/propertymd-real-estate-sales-marketing/,FULLY VERIFIED,Cavite,120.954564,14.12818,NIOG,36.6662808957857,n4031630259,1.4679083722654,n9948629187,0.719185046284842,Fora Mall,1.61005111542193,n7187770698,0.273092422179093,0,1,0,4,66010000.0 land 0.0 0.0 0.0 1886.0,CR,maitim 2nd central tagaytay,54000
"Sungay North-West, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-vacant-residential-lot-in-sungay-north-we-170255275195/,LA6225A8A5A69F2PH,"For sale Vacant Residential Lot in Sungay North West, Tagaytay, Cavite",452088000.0,land,0.0,0.0,0.0,32292.0,"Location Tagaytay Cavite 4 Lots Lot Area 32,292 SQM Price Php 452,088,000.00",Rey De Jesus,https://www.lamudi.com.ph/rey-de-jesus-agn/,FULLY VERIFIED,Cavite,120.991179,14.13323,NIOG,36.2622306611835,n5060425129,0.616973679330281,n2623054157,3.75420227269663,Fora Mall,3.66561288516135,w325417811,0.961913475670654,3,0,0,2,452088000.0 land 0.0 0.0 0.0 32292.0,CR,sungay tagaytay,54000
"Pantihan IV, Maragondon",https://www.lamudi.com.ph/buy/cavite/maragondon/meo-for-sale-78-151-sqm-agricultural-lot-in-pantihan-iv-maragondon-cavite/,LA623D6DE722C59PH,"MEO For Sale 78,151 sqm Agricultural Lot in Pantihan IV Maragondon, Cavite",140671800.0,land,0.0,0.0,0.0,78151.0,"FOR SALE 78,151 sqm Agricultural Lot in Pantihan IV Maragondon, Cavite Lot Area 78,151 sqm Agricultural Lot SELLING PRICE Php 140,671,800 or Php 1,800.00 sqm Listing Broker Eufrocina Opeña",RE/MAX CAPITAL,https://www.lamudi.com.ph/remax-capital-128497/,FULLY VERIFIED,Cavite,120.827046,14.179221,NIOG,34.1594254224052,n6434355121,5.8037452987249,w413772640,5.31964141300416,SM City Trece Martires,12.113846101528,w791652788,1.38725926955952,0,0,0,0,140671800.0 land 0.0 0.0 0.0 78151.0,CR,pantihan iv maragondon,54000
"Loma, Amadeo",https://www.lamudi.com.ph/buy/cavite/amadeo/for-sale-1-6-hectares-commercial-residential-lot-in-cirsanto-de-los-reyes-amadeo/,LA6183EFA4147E7PH,For Sale 1.6 Hectares Commercial Residential Lot in Cirsanto de los Reyes Amadeo,140000000.0,land,0.0,0.0,0.0,16000.0,"Residential Commercial Farm lot With frontage facing Crisanto de los Reyes Ave. Amadeo, Cavite with sveral fruit bearing trees landscape garden cool weather good for housing development vacation houses See to appreciate",Shermie Yu,https://www.lamudi.com.ph/susan-yu-susanyu2003yahoocom/,FULLY VERIFIED,Cavite,120.9274,14.154435,NIOG,33.9370485134506,n6259420784,3.21485800948379,w807295353,3.30548469398738,Acienda Outlet Mall,4.81133997118301,w880082105,0.614826563878876,0,0,0,1,140000000.0 land 0.0 0.0 0.0 16000.0,CR,loma amadeo,49000
Trece Martires,https://www.lamudi.com.ph/buy/cavite/trece-martires/residential-lot-for-sale-in-trece-martires-city-ca-171109743461/,LA61E4D2C00554EPH,Residential Lot for Sale in Trece Martires City Cavite 2848 square meters,14240000.0,land,0.0,0.0,0.0,2848.0,"Lot for Sale at Trece Martires City Cavite Residential in classification Lot Area 2,848 square meters Price 5,000 per square meter With creek on the side of the Property With assorted trees planted in the property Along cemented two way road Ideal for",Gen Billones,https://www.lamudi.com.ph/billionaire-agn/,FULLY VERIFIED,Cavite,120.8722018,14.2726435,NIOG,22.7323097986741,n6295466457,0.35656212345307,r15916119,0.378720788067978,Walter Mart Trece Martires	,0.88758689095497,w1225108412,0.474996988383748,7,4,1,3,14240000.0 land 0.0 0.0 0.0 2848.0,CR,trece martires,340000
"Barangay 2, Carmona",https://www.lamudi.com.ph/buy/cavite/carmona/industrial-lot-for-sale-in-carmona-cavite-1/,LA6107A26B70191PH,Industrial Lot for Sale in Carmona Cavite,216195000.0,land,0.0,0.0,0.0,14413.0,"plan a 12,377 Plan b 2,036 The total lot Is 14,413 sqm classified as industrial. the lot is not part of the LYL industrial park, but it has its own access road one lane, good for 40 footers , 15k per sqm ex vat, Gross But still negotiable",Zobelle88 Brokerage,https://www.lamudi.com.ph/zobelle88-brokerage-agn/,FULLY VERIFIED,Cavite,121.05775,14.3129599,NIOG,19.3581379937652,n7241082153,0.455364142077465,r10749165,0.613366119092967,Walter Mart Carmona	,0.714227717753996,r10704404,0.392177753646561,12,2,1,9,216195000.0 land 0.0 0.0 0.0 14413.0,CR,barangay 2 carmona,340000
"Maguyam, Silang",https://www.lamudi.com.ph/projects/sterling-technopark/lot-for-sale-sterling-industrial-park-cavite-167299120059/,LA63B7D1E0B8D73PH,"Residential Lot For Sale at Sterling Industrial Park Cavite, Silang",77655000.0,land,0.0,0.0,0.0,5177.0,"Lot For Sale Sterling Industrial Park Cavite SMO MAS00022 Lot 2 and Lot 6 Lot size 5,177 sqm P15,000 per sqm For Sale at P77,655,000",Licensed Broker,https://www.lamudi.com.ph/diro-agn/,FULLY VERIFIED,Cavite,120.9742517,14.2325514,NIOG,25.1629703948562,n7918757421,0.262496476784903,n340329900,0.225262541868444,Vista Mall Silang	,1.04964488533774,n8317936898,0.36083160091433,17,4,0,8,77655000.0 land 0.0 0.0 0.0 5177.0,CR,maguyam silang,250000
"Anabu II-D, Imus",https://www.lamudi.com.ph/buy/cavite/imus/commercial-lot-for-sale-in-imus-cavite-few-walks-a-165970184616/,LA62ED0A5677301PH,Commercial Lot For Sale in Imus Cavite. Few Walks Away from Aguinaldo Highway,1020000000.0,land,0.0,0.0,0.0,17000.0,"COMMERCIAL PROPERTY FOR SALE IN IMUS CAVITE. VERY NEAR AGUINALDO HIGHWAY. WITH EXISTING RESTAURANTS WITH INCOME. PROPERTY DETAILS Lot Area 17,000 sqm more or less Clean Title Good Location Selling Price P1,020,000,000 Price may change wit",Berdea Realty Services,https://www.lamudi.com.ph/berdea-realty/,FULLY VERIFIED,Cavite,120.9376723,14.3730865,NIOG,9.85689174605433,n8229882030,0.114686884961186,r14296273,0.523649917036915,The District Imus by Ayala Malls,0.371137045741301,n11366263083,0.17072277327829,15,1,1,7,1020000000.0 land 0.0 0.0 0.0 17000.0,CR,anabu imus,44000
"Inchican, Silang",https://www.lamudi.com.ph/projects/westborough/2-013-sqm-commercial-lot-west-borough-town-center-170859041359/,LA62ECD5D790F23PH,"2,013 sqm Commercial Lot, West borough Town Center FOR SALE in Silang, Cavite",110000000.0,land,0.0,0.0,0.0,2013.0,"FOR SALE WESTBOROUGH TOWN CENTER COMMERCIAL LOT Sta Rosa, Silang Growth Corridor Lot size 2,013 sqm Selling Price 110M 54,644.80 sqm Betty Ongsiaco Gorospe RE MAX Capital PRC RES License No. 16330",Betty Gorospe,https://www.lamudi.com.ph/-17482/,FULLY VERIFIED,Cavite,121.0384526,14.2363657,NIOG,26.1110877080702,n5060445123,1.35878734808985,w530432230,1.60845439707114,Primark Town Center Silang	,3.57462464649074,n6802306885,0.836155678816321,0,0,0,1,110000000.0 land 0.0 0.0 0.0 2013.0,CR,inchican silang,400000
"Toclong, Kawit",https://www.lamudi.com.ph/buy/cavite/kawit/lot-for-sale-along-advincula-road-near-evo-city-kawit-cavite-2/,LA5C8B5C93C5403PH,Lot for Sale Along Advincula Road Near Evo City Kawit Cavite,432000000.00000006,land,0.0,0.0,0.0,24000.0,"Lot for Sale Along Advincula Road Near Evo City Kawit Cavite Description Price 18K sqmLot Area 24,000sqmcan be expandable100 meters frontageclean titleMode of payment cash basisFor more info and site viewing Pls ContactBrenda Dy Land property for sal",Bren Dy,https://www.lamudi.com.ph/brenda-dy/,FULLY VERIFIED,Cavite,120.919589,14.44707,NIOG,4.54404697031131,n5850034214,0.401610257804191,w180153501,0.242161685092995,Lokal Mall	,3.32854602792169,n4544634390,0.388789603795241,2,2,0,6,432000000.00000006 land 0.0 0.0 0.0 24000.0,CR,toclong kawit,250000
General Trias,https://www.lamudi.com.ph/buy/cavite/general-trias/8-338-sqm-general-trias-cavite-lot-for-sale-170160679795/,LA5D8E025F664A4PH,"8,338 sqm General Trias Cavite Lot For Sale",29183000.0,land,0.0,0.0,0.0,8338.0,"8,338 square meters along crisanto delos reyes avenue amadeo highway , 10 12 mins to tagaytay, 5 mins to silang, 12 meters frontage, ideal for pocket subdivisions",Eckhart Ang,https://www.lamudi.com.ph/eckhart-ang/,FULLY VERIFIED,Cavite,120.8890686,14.3531132,NIOG,14.0265999105002,n5600908857,1.14701246666791,w988449877,2.40271741066077,Vista Mall Tanza,3.29792435207264,w169832991,1.03008998205194,0,0,0,0,29183000.0 land 0.0 0.0 0.0 8338.0,CR,general trias,250000
"Calabuso, Tagaytay",https://www.lamudi.com.ph/buy/cavite/tagaytay/agricultural-residential-lot-for-sale-in-tagaytay-170832125328/,LA648A8B2EEBD06PH,Agricultural Residential Lot For Sale in Tagaytay. Near Tagaytay Highlands.,1291976000.0,land,0.0,0.0,0.0,184568.0,"Good Location! Agricultural Residential Lot For Sale in Tagaytay Highlands. Good for Farming or Residential Development. PROPERTY DETAILS Lot Area 184,568 sqm or 18.4568 Hectare Near Tagaytay Highlands Good Location Selling Price P1,291,976,0",Berdea Realty Services,https://www.lamudi.com.ph/berdea-realty/,FULLY VERIFIED,Cavite,120.98714,14.12408,NIOG,37.2331525945276,n5060425130,1.10269208338024,n2623054157,2.90399611553257,Fora Mall,2.8322842508488,w764355179,0.274693925092123,0,0,0,3,1291976000.0 land 0.0 0.0 0.0 184568.0,CR,calabuso tagaytay,250000
"Sampaloc I, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/commercial-lot-for-sale-in-dasmari-as-cavite-along-170832124817/,LA649691F7DD92EPH,Commercial Lot For Sale in Dasmariñas Cavite. Along Gov. Drive.,149328000.0,land,0.0,0.0,0.0,8296.0,"GOOD LOCATION Commercial Lot For Sale Along Governor's Drive Dasmarinas Cavite. Note DIRECT CLIENT ONLY. PROPERTY DETAILS Lot Area 8,296 square meter Clean Title Good Location Selling Price P149,328,000 or P18,000 sqm CAN AVAIL thru CASH o",Berdea Realty Services,https://www.lamudi.com.ph/berdea-realty/,FULLY VERIFIED,Cavite,120.95723,14.29869,NIOG,17.7986470414089,n5419558946,0.0661983682928224,n5892292393,0.0541364705143838,Robinsons Dasmariñas	,0.265621205125075,r8810094,0.164173853295381,27,2,2,3,149328000.0 land 0.0 0.0 0.0 8296.0,CR,sampaloc dasmariñas,54000
"Paliparan I, Dasmariñas",https://www.lamudi.com.ph/projects/dasmarinas-techno-park/2559-sq-meters-commercial-lot-for-sale-in-dasmari-168476880242/,LA6468723A8FAE6PH,"2559 sq. meters Commercial Lot for Sale in Dasmariñas, Cavite",44782500.0,land,0.0,0.0,0.0,2559.0,"Property Code 255944CAV Commercial Lot For Sale Dasmarinas, Cavite Lot Area 2,559 sqm. Asking Price 44,782,500 plus VAT",Joel Baoya,https://www.lamudi.com.ph/baoya-property-solutions-inc-agn/,FULLY VERIFIED,Cavite,120.986405,14.282791,NIOG,19.7659485925217,n9897563526,0.569673920233619,w591128598,1.101181292651,Unitop Mall Dasmariñas	,0.605922280743645,w92432642,1.11489608241184,12,0,1,0,44782500.0 land 0.0 0.0 0.0 2559.0,CR,paliparan dasmariñas,54000
"Maguyam, Silang",https://www.lamudi.com.ph/buy/cavite/silang/for-sale-industrial-lot-in-sterling-industrial-par-167869778441/,LA640EE5383A970PH,"FOR SALE Industrial Lot in Sterling Industrial Park, Silang Cavite",26472000.0,land,0.0,0.0,0.0,2206.0,"FOR SALE Industrial Lot in Sterling Industrial Park, Silang Cavite SMB TLP0118 Accessible to 40 footer 10km from SLEX Carmona Exit 4.8km from CALAX Exit Non Flooding Frontage 19.84m Lot Area 2,206sqm Price Php26,472,000 P12,000 sqm ",See A Broker,https://www.lamudi.com.ph/see-a-broker-agn/,FULLY VERIFIED,Cavite,120.9742517,14.2325514,NIOG,25.1629703948562,n7918757421,0.262496476784903,n340329900,0.225262541868444,Vista Mall Silang	,1.04964488533774,n8317936898,0.36083160091433,17,4,0,8,26472000.0 land 0.0 0.0 0.0 2206.0,CR,maguyam silang,54000
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-38-319-sqm-vacant-overlooking-lot-in-taga-168050896012/,LA642A8820CC1FFPH,"For Sale 38,319 sqm Vacant Overlooking Lot in Tagaytay City, Cavite",134116500.0,land,0.0,0.0,0.0,38319.0,"For Sale Vacant lot in Tagaytay City Lot Area 38,319 sqms Overlooking Back of McDonalds Wide frontage Clean title P3,500 per sqm Lot Property for Sale in Tagaytay, Cavite",CNM Realtors,https://www.lamudi.com.ph/-20487/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,134116500.0 land 0.0 0.0 0.0 38319.0,CR,tagaytay,54000
"Inchican, Silang",https://www.lamudi.com.ph/projects/tokyo-mansions-at-south-forbes/1-735-sq-m-commercial-lot-at-tokyo-mansions-south-167895304247/,LA6412CA52418A4PH,"1,735 sq.m Commercial Lot at Tokyo Mansions South Blvd., Laguna",117980000.0,land,0.0,0.0,0.0,1735.0,"Php 68,000 per square meter Lot 1,735 sq.m. Right by the gate of Tokyo Mansions Near to variety of upscale residential estates in Laguna e.g. Ayala Westgrove, Sta. Rosa Estate, Nuvali, etc. ",Gilladoga Realty Services Inc.,https://www.lamudi.com.ph/gilladoga-realty-inc-agn-852310/,FULLY VERIFIED,Cavite,121.0384526,14.2363657,NIOG,26.1110877080702,n5060445123,1.35878734808985,w530432230,1.60845439707114,Primark Town Center Silang	,3.57462464649074,n6802306885,0.836155678816321,0,0,0,1,117980000.0 land 0.0 0.0 0.0 1735.0,CR,inchican silang,54000
"Sampaloc IV, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/lot-for-sale-in-aguinaldo-highway-dasmarinas-cavit-166677709447/,LA6359000644E69PH,Lot for sale in Aguinaldo highway Dasmarinas Cavite 31 hectares,3720000000.0,land,0.0,0.0,0.0,310000.0,"Lot for sale in Aguinaldo highway Dasmarinas Cavite Lot area 31 hectares 310, 000 sqm Along Aguinaldo highway, Dasmarinas, Cavite Best for commercial development, subdivision, Mall, condo development Asking price Php 12, 000 sqm only Sellin",Dominic Lorico,https://www.lamudi.com.ph/dominic-lorico/,FULLY VERIFIED,Cavite,120.95504,14.2989,NIOG,17.7805885107251,n5357207497,0.0848926942778808,r8204541,0.169851609962755,Robinsons Dasmariñas	,0.129569106619618,r8810094,0.0866250987556142,26,2,2,1,3720000000.0 land 0.0 0.0 0.0 310000.0,CR,sampaloc iv dasmariñas,108000
"Buck Estate, Alfonso",https://www.lamudi.com.ph/buy/cavite/alfonso/bargain-agricultural-lot-in-alfonso-cavite-171517339812/,LA663B7816170B2PH,Bargain Agricultural Lot in Alfonso Cavite,8000000.0,land,0.0,0.0,0.0,1686.0,Agricultural lot with an area of 1686 square meters Frontage of 45.05 meters Concrete barangay road along the property 15 minutes to Tagaytay Nasugbu road via Buck Estate,Ramon Flores,https://www.lamudi.com.ph/ramon-flores-agn/,FULLY VERIFIED,Cavite,120.8527969,14.0892003,NIOG,42.5688392787028,n11368464051,1.93804334180374,w687808036,3.12668267776796,Twin Lakes by Megaworld,2.30311016540768,w162320765,1.24208900031401,0,0,0,0,8000000.0 land 0.0 0.0 0.0 1686.0,CR,buck estate alfonso,250000
